Dossier,Fichier,Id_avant validation,Id,Validation,Contact,Groupe,IGp,Espece,ISp,Annee,Mois,Jour,Heure,Minute,Date,Temps,Date_nuit,Lieu,NbCris,Fdom,IntMed,Iqual,Ics,Ibuz,Site ,Zone,site Natura 2000,Habitat1,Habitat2,Machine,Opérateur,Projet
F:/Life Prairies Bocagères/Nouveau dossier/SM2D/WAV/,D-LPB_20180814_222032_301.wav,ChiroSp,Myomyo,C. Brabant,Principal,Myosp,4,Myomyo,4,2018,8,14,22,20,14/08/2018,22:20,14/08/2018,D-LPB,13,32,124,5,2,0,layon fil maillet,Fagne,BE35030,Forêt feuillue,Layons,SM2-D,O. Kints,Life Prairies Bocagères
F:/Life Prairies Bocagères/Nouveau dossier/SM4/WAV/,S4U00311_20180815_051516_000.wav,ChiroSp,Myomyo,C. Brabant,Principal,Myosp,4,Myomyo,4,2018,8,15,5,15,15/08/2018,5:15,14/08/2018,S4U00311,13,32,143,5,2,0,prés de virelles ug02,Fagne,BE32036,Prairie,Bande boisée et alignement d'arbres,SM24,O. Kints,Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2C/WAV/,C-LPB_20180809_042854_128.wav,ChiroSp,PippiT,P. Nyssen,Principal,Myosp,2,Myoalc,1,2018,8,9,4,28,9/08/2018,4:28,8/08/2018,C-LPB,12,47,97,8,0,0,Réserve d'Aye,Famenne,hors sites,Forêt feuillue,,SM2-C,C. Brabant et P. Lighezzolo,Life Prairies Bocagères
F:/Life Prairies Bocagères/Nouveau dossier/SM2D/WAV/,D-LPB_20180816_033038_081.wav,Myosp,Myosp,C. Brabant,Principal,Myosp,6,Myobec,2,2018,8,16,3,30,16/08/2018,3:30,15/08/2018,D-LPB,12,37,137,7,0,0,layon fil maillet,Fagne,BE35030,Forêt feuillue,Layons,SM2-D,O. Kints,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2E/WAV/,E-LPB_20180619_024556_734.wav,ChiroSp,Myosp,C. Brabant,Principal,Myosp,5,Myobra,4,2018,6,19,2,45,19/06/2018,2:45,18/06/2018,E-LPB,12,46,93,3,0,0,Réserve du fil Maillet,Fagne,BE35030,Forêt feuillue,Bande boisée et alignement d'arbres,SM2-E,L. Pontet,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2B/WAV/,B-LPB_20180625_224617_763.wav,ChiroSp,Myonat,C. Brabant,Principal,Myosp,5,Myonat,5,2018,6,25,22,46,25/06/2018,22:46,25/06/2018,B-LPB,12,40,61,1,0,0,Froidlieu point 3,Famenne,BE35037,Prairie,Haie,SM2-B,L. Pontet,Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2C/WAV/,C-LPB_20180808_221808_813.wav,ChiroSp,ChiroSp,P. Nyssen,Principal,Myosp,3,Myoema,3,2018,8,8,22,18,8/08/2018,22:18,8/08/2018,C-LPB,12,56,0,4,1,2,Réserve d'Aye,Famenne,hors sites,Forêt feuillue,,SM2-C,C. Brabant et P. Lighezzolo,Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2C/WAV/,C-LPB_20180809_050421_694.wav,ChiroSp,ChiroSp,P. Nyssen,Principal,Myosp,3,Myoema,3,2018,8,9,5,4,9/08/2018,5:04,8/08/2018,C-LPB,12,84,51,0,0,0,Réserve d'Aye,Famenne,hors sites,Forêt feuillue,,SM2-C,C. Brabant et P. Lighezzolo,Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2C/WAV/,C-LPB_20180808_220519_469.wav,Myosp,Myomys,C. Brabant,Principal,Myosp,10,Myomys,1,2018,8,8,22,5,8/08/2018,22:05,8/08/2018,C-LPB,12,48,77,6,0,0,Réserve d'Aye,Famenne,hors sites,Forêt feuillue,,SM2-C,C. Brabant et P. Lighezzolo,Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2C/WAV/,C-LPB_20180809_021106_631.wav,Myosp,Myomys,C. Brabant,Principal,Myosp,9,Myomys,2,2018,8,9,2,11,9/08/2018,2:11,8/08/2018,C-LPB,12,47,83,6,0,0,Réserve d'Aye,Famenne,hors sites,Forêt feuillue,,SM2-C,C. Brabant et P. Lighezzolo,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2B/WAV/,B-LPB_20180618_034851_969.wav,Myosp,Myodau,C. Brabant,Principal,Myosp,6,Myobra,3,2018,6,18,3,48,18/06/2018,3:48,17/06/2018,B-LPB,11,44,0,3,0,0,Feschaux point 3,Famenne,BE35034,Prairie,Haie,SM2-B,L. Pontet ,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2E/WAV/,E-LPB_20180616_010026_345.wav,ChiroSp,Myosp,C. Brabant,Principal,Myosp,4,Myobra,4,2018,6,16,1,0,16/06/2018,1:00,15/06/2018,E-LPB,11,45,86,3,0,0,Réserve du fil Maillet,Fagne,BE35030,Forêt feuillue,Bande boisée et alignement d'arbres,SM2-E,L. Pontet,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2B/WAV/,B-LPB_20180611_034250_801.wav,ChiroSp,Myosp,C. Brabant,Principal,Myosp,4,Myoema,3,2018,6,11,3,42,11/06/2018,3:42,10/06/2018,B-LPB,11,45,54,1,0,0,Virelles point 2,Fagne,BE32036,Prairie,Haie,SM2-B,L. Pontet et C. Brabant,Life Prairies Bocagères
F:/Life Prairies Bocagères/Nouveau dossier/SM2E/WAV/,E-LPB_20180813_213226_727.wav,Myosp,Myosp,C. Brabant,Secondaire,Myosp,8,Myobra,2,2018,8,13,21,32,13/08/2018,21:32,13/08/2018,E-LPB,10,41,0,5,1,0,verger petigny jp jardin,Fagne,BE35027,Prairie,Bande boisée et alignement d'arbres,SM2-E,O. Kints,Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/,A-LPB_20180808_221049_000.wav,Myosp,Myosp,C. Brabant,Principal,Myosp,6,Myobra,4,2018,8,8,22,10,8/08/2018,22:10,8/08/2018,A-LPB,10,44,0,4,1,0,Réserve d'Aye,Famenne,hors sites,Prairie,Bande boisée et alignement d'arbres,SM2-A,C. Brabant et P. Lighezzolo,Life Prairies Bocagères
F:/Life Prairies Bocagères/Nouveau dossier/SM2D/WAV/,D-LPB_20180815_224739_000.wav,Myosp,Myosp,C. Brabant,Principal,Myosp,7,Myobra,2,2018,8,15,22,47,15/08/2018,22:47,15/08/2018,D-LPB,10,46,172,5,0,0,layon fil maillet,Fagne,BE35030,Forêt feuillue,Layons,SM2-D,O. Kints,Life Prairies Bocagères
F:/Life Prairies Bocagères/Nouveau dossier/SM2E/WAV/,E-LPB_20180816_220529_850.wav,ChiroSp,Myosp,C. Brabant,Principal,Myosp,5,Myobra,3,2018,8,16,22,5,16/08/2018,22:05,16/08/2018,E-LPB,10,48,0,4,0,0,Baquet grande fagne,Fagne,BE35019,Plan d'eau - mare (< 50m²),Haie,SM2-E,O. Kints,Life Prairies Bocagères
F:/Life Prairies Bocagères/Nouveau dossier/SM2E/WAV/,E-LPB_20180817_024730_000.wav,ChiroSp,Myosp,C. Brabant,Principal,Myosp,4,Myobra,4,2018,8,17,2,47,17/08/2018,2:47,16/08/2018,E-LPB,10,45,0,3,0,0,Baquet grande fagne,Fagne,BE35019,Plan d'eau - mare (< 50m²),Haie,SM2-E,O. Kints,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2B/WAV/,B-LPB_20180620_031445_362.wav,Myosp,Myoema,C. Brabant - P. Nyssen,Principal,Myosp,7,Myoema,4,2018,6,20,3,14,20/06/2018,3:14,19/06/2018,B-LPB,10,54,0,2,2,0,Feschaux point 3,Famenne,BE35034,Prairie,Haie,SM2-B,L. Pontet ,Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2C/WAV/,C-LPB_20180809_002645_338.wav,Myosp,Myoema,P. Nyssen,Principal,Myosp,10,Myoema,0,2018,8,9,0,26,9/08/2018,0:26,8/08/2018,C-LPB,10,50,0,6,0,0,Réserve d'Aye,Famenne,hors sites,Forêt feuillue,,SM2-C,C. Brabant et P. Lighezzolo,Life Prairies Bocagères
F:/Life Prairies Bocagères/Nouveau dossier/SM2E/WAV/,E-LPB_20180813_213226_727.wav,Myosp,Plesp,C. Brabant,Principal,Myosp,8,Myobra,2,2018,8,13,21,32,13/08/2018,21:32,13/08/2018,E-LPB,10,41,0,5,1,0,verger petigny jp jardin,Fagne,BE35027,Prairie,Bande boisée et alignement d'arbres,SM2-E,O. Kints,Life Prairies Bocagères
F:/Life Prairies Bocagères/Nouveau dossier/SM2E/WAV/,E-LPB_20180814_033109_495.wav,Myosp,Myosp,C. Brabant,Principal,Myosp,7,Myoema,3,2018,8,14,3,31,14/08/2018,3:31,13/08/2018,E-LPB,10,56,118,4,0,0,verger petigny jp jardin,Fagne,BE35027,Prairie,Bande boisée et alignement d'arbres,SM2-E,O. Kints,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2E/WAV/,E-LPB_20180701_225851_510.wav,Myosp,Myoema,C. Brabant - P. Nyssen,Principal,Myosp,10,Myoema,2,2018,7,1,22,58,1/07/2018,22:58,1/07/2018,E-LPB,10,63,46,3,0,0,Behotte point 2,Famenne,BE35025,Prairie,Haie,SM2-E,L. Pontet,Life Prairies Bocagères
F:/Life Prairies Bocagères/Nouveau dossier/SM2C/WAV/,C-LPB_20180816_012029_497.wav,Myosp,Myonat,C. Brabant,Principal,Myosp,6,Myonat,2,2018,8,16,1,20,16/08/2018,1:20,15/08/2018,C-LPB,10,90,55,0,2,0,verger aux roches baudoux,Fagne,BE35027,Prairie,Bande boisée et alignement d'arbres,SM2-C,O. Kints,Life Prairies Bocagères
F:/Life Prairies Bocagères/Nouveau dossier/SM2A/WAV/,A-LPB_20180813_232454_029.wav,Myosp,Myosp,C. Brabant,Principal,Myosp,9,Myonat,4,2018,8,13,23,24,13/08/2018,23:24,13/08/2018,A-LPB,10,38,87,3,0,0,La Prée/sous le polonais,Fagne,BE35027,Prairie,Haie,SM2-A,O. Kints,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2B/WAV/,B-LPB_20180610_025817_109.wav,Myosp,Myonat,C. Brabant,Principal,Myosp,6,Myonat,5,2018,6,10,2,58,10/06/2018,2:58,9/06/2018,B-LPB,10,62,54,0,0,0,Virelles point 2,Fagne,BE32036,Prairie,Haie,SM2-B,L. Pontet et C. Brabant,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2C/WAV/,C-LPB_20180701_010945_811.wav,Myonat,Myonat,C. Brabant,Principal,Myosp,8,Myonat,8,2018,7,1,1,9,1/07/2018,1:09,30/06/2018,C-LPB,10,47,34,0,4,1,Basse Wimbe point 2,Famenne,BE35038,Prairie,Bande boisée et alignement d'arbres,SM2-C,L. Pontet et D.Grison,Life Prairies Bocagères
F:/Life Prairies Bocagères/Nouveau dossier/SM2E/WAV/,E-LPB_20180813_213102_014.wav,ChiroSp,Myosp,C. Brabant,Principal,Myosp,5,Myobra,3,2018,8,13,21,31,13/08/2018,21:31,13/08/2018,E-LPB,9,46,53,4,0,0,verger petigny jp jardin,Fagne,BE35027,Prairie,Bande boisée et alignement d'arbres,SM2-E,O. Kints,Life Prairies Bocagères
F:/Life Prairies Bocagères/Nouveau dossier/SM2E/WAV/,E-LPB_20180813_215042_625.wav,ChiroSp,Myosp,C. Brabant,Principal,Myosp,5,Myobra,3,2018,8,13,21,50,13/08/2018,21:50,13/08/2018,E-LPB,9,46,0,4,0,0,verger petigny jp jardin,Fagne,BE35027,Prairie,Bande boisée et alignement d'arbres,SM2-E,O. Kints,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2B/WAV/,B-LPB_20180620_031427_281.wav,Myosp,Myosp,C. Brabant,Principal,Myosp,9,Myoema,1,2018,6,20,3,14,20/06/2018,3:14,19/06/2018,B-LPB,9,53,63,3,0,0,Feschaux point 3,Famenne,BE35034,Prairie,Haie,SM2-B,L. Pontet ,Life Prairies Bocagères
F:/Life Prairies Bocagères/Nouveau dossier/SM2C/WAV/,C-LPB_20180815_214634_044.wav,Myosp,Myoema,P. Nyssen,Principal,Myosp,9,Myoema,1,2018,8,15,21,46,15/08/2018,21:46,15/08/2018,C-LPB,9,59,44,2,0,0,verger aux roches baudoux,Fagne,BE35027,Prairie,Bande boisée et alignement d'arbres,SM2-C,O. Kints,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2A/WAV/,A-LPB_20180610_025311_574.wav,ChiroSp,Myosp,C. Brabant,Principal,Myosp,4,Myoalc,1,2018,6,10,2,53,10/06/2018,2:53,9/06/2018,A-LPB,8,47,81,5,0,0,Virelles point 1,Fagne,BE32036,Lisière vraie (milieu ouvert/milieux forestier),Haie,SM2-A,L. Pontet et C. Brabant,Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/,A-LPB_20180807_225339_000.wav,Myosp,Myosp,C. Brabant,Principal,Myosp,7,Myobra,1,2018,8,7,22,53,7/08/2018,22:53,7/08/2018,A-LPB,8,47,167,4,0,0,Réserve d'Aye,Famenne,hors sites,Prairie,Bande boisée et alignement d'arbres,SM2-A,C. Brabant et P. Lighezzolo,Life Prairies Bocagères
F:/Life Prairies Bocagères/Nouveau dossier/SM2E/WAV/,E-LPB_20180814_215854_665.wav,ChiroSp,Myosp,C. Brabant,Principal,Myosp,3,Myobra,3,2018,8,14,21,58,14/08/2018,21:58,14/08/2018,E-LPB,8,45,0,4,0,0,verger petigny jp jardin,Fagne,BE35027,Prairie,Bande boisée et alignement d'arbres,SM2-E,O. Kints,Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2C/WAV/,C-LPB_20180808_222215_805.wav,ChiroSp,Myosp,P. Nyssen,Principal,Myosp,3,Myoema,2,2018,8,8,22,22,8/08/2018,22:22,8/08/2018,C-LPB,8,57,41,2,0,0,Réserve d'Aye,Famenne,hors sites,Forêt feuillue,,SM2-C,C. Brabant et P. Lighezzolo,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2D/WAV/,D-LPB_20180706_005307_739.wav,Myonat,Myonat,C. Brabant,Principal,Myosp,7,Myonat,6,2018,7,6,0,53,6/07/2018,0:53,5/07/2018,D-LPB,8,51,80,0,0,0,Ry d'Howisse point 2,Famenne,BE35038,Prairie/culture,Haie,SM2-D,L. Pontet,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2D/WAV/,D-LPB_20180608_021755_782.wav,ChiroSp,Myomyo,C. Brabant,Principal,Myosp,5,Myobec,3,2018,6,8,2,17,8/06/2018,2:17,7/06/2018,D-LPB,7,35,224,5,0,0,La prée point 1,Fagne,BE35027,Prairie,Haie,SM2-D,L. Pontet et C. Brabant,Life Prairies Bocagères
F:/Life Prairies Bocagères/Nouveau dossier/SM2E/WAV/,E-LPB_20180816_220534_850.wav,Myosp,Myosp,C. Brabant,Principal,Myosp,6,Myobra,3,2018,8,16,22,5,16/08/2018,22:05,16/08/2018,E-LPB,7,48,83,2,0,0,Baquet grande fagne,Fagne,BE35019,Plan d'eau - mare (< 50m²),Haie,SM2-E,O. Kints,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2A/WAV/,A-LPB_20180608_231755_890.wav,Myosp,Myosp,C. Brabant,Principal,Myosp,6,Myoema,4,2018,6,8,23,17,8/06/2018,23:17,8/06/2018,A-LPB,7,50,75,5,0,0,Virelles point 1,Fagne,BE32036,Lisière vraie (milieu ouvert/milieux forestier),Haie,SM2-A,L. Pontet et C. Brabant,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2E/WAV/,E-LPB_20180617_035617_611.wav,Myosp,Myoema,C. Brabant - P. Nyssen,Principal,Myosp,9,Myoema,3,2018,6,17,3,56,17/06/2018,3:56,16/06/2018,E-LPB,7,58,103,3,0,0,Réserve du fil Maillet,Fagne,BE35030,Forêt feuillue,Bande boisée et alignement d'arbres,SM2-E,L. Pontet,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2B/WAV/,B-LPB_20180610_232841_928.wav,ChiroSp,Myomys,C. Brabant,Principal,Myosp,4,Myoema,4,2018,6,10,23,28,10/06/2018,23:28,10/06/2018,B-LPB,7,50,0,1,0,0,Virelles point 2,Fagne,BE32036,Prairie,Haie,SM2-B,L. Pontet et C. Brabant,Life Prairies Bocagères
F:/Life Prairies Bocagères/Nouveau dossier/SM2C/WAV/,C-LPB_20180816_031400_980.wav,Myosp,Myomys,C. Brabant,Principal,Myosp,9,Myonat,4,2018,8,16,3,14,16/08/2018,3:14,15/08/2018,C-LPB,7,38,0,4,1,0,verger aux roches baudoux,Fagne,BE35027,Prairie,Bande boisée et alignement d'arbres,SM2-C,O. Kints,Life Prairies Bocagères
F:/Life Prairies Bocagères/Nouveau dossier/SM2E/WAV/,E-LPB_20180813_214705_000.wav,Myosp,Plesp,C. Brabant,Secondaire,Myosp,7,Myobra,3,2018,8,13,21,47,13/08/2018,21:47,13/08/2018,E-LPB,7,46,52,3,0,0,verger petigny jp jardin,Fagne,BE35027,Prairie,Bande boisée et alignement d'arbres,SM2-E,O. Kints,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2A/WAV/,A-LPB_20180608_024031_811.wav,ChiroSp,Myosp,C. Brabant,Principal,Myosp,4,Myobra,3,2018,6,8,2,40,8/06/2018,2:40,7/06/2018,A-LPB,6,41,82,5,0,0,Virelles point 1,Fagne,BE32036,Lisière vraie (milieu ouvert/milieux forestier),Haie,SM2-A,L. Pontet et C. Brabant,Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2C/WAV/,C-LPB_20180808_221845_581.wav,ChiroSp,Myosp,P. Nyssen,Principal,Myosp,4,Myoema,3,2018,8,8,22,18,8/08/2018,22:18,8/08/2018,C-LPB,6,59,47,2,0,0,Réserve d'Aye,Famenne,hors sites,Forêt feuillue,,SM2-C,C. Brabant et P. Lighezzolo,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2D/WAV/,D-LPB_20180620_004311_031.wav,ChiroSp,Myosp,C. Brabant,Principal,Myosp,3,Myoema,3,2018,6,20,0,43,20/06/2018,0:43,19/06/2018,D-LPB,6,52,0,1,2,0,Réserve Naturelle du Couputienne point 1,Fagne,BE35030,Lisière vraie (milieu ouvert/milieux forestier),Haie,SM2-D,L. Pontet,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2A/WAV/,A-LPB_20180611_011155_188.wav,Myosp,Myosp,C. Brabant,Principal,Myosp,8,Myobec,3,2018,6,11,1,11,11/06/2018,1:11,10/06/2018,A-LPB,5,38,0,6,0,0,Virelles point 1,Fagne,BE32036,Lisière vraie (milieu ouvert/milieux forestier),Haie,SM2-A,L. Pontet et C. Brabant,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2A/WAV/,A-LPB_20180611_011155_188.wav,Myosp,Myobec,C. Brabant,Principal,Myosp,8,Myobec,3,2018,6,11,1,11,11/06/2018,1:11,10/06/2018,A-LPB,5,38,0,6,0,0,Virelles point 1,Fagne,BE32036,Lisière vraie (milieu ouvert/milieux forestier),Haie,SM2-A,L. Pontet et C. Brabant,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2A/WAV/,A-LPB_20180611_033153_780.wav,ChiroSp,Myosp,C. Brabant,Principal,Myosp,4,Myobra,4,2018,6,11,3,31,11/06/2018,3:31,10/06/2018,A-LPB,5,43,0,4,0,0,Virelles point 1,Fagne,BE32036,Lisière vraie (milieu ouvert/milieux forestier),Haie,SM2-A,L. Pontet et C. Brabant,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2B/WAV/,B-LPB_20180625_033447_044.wav,ChiroSp,Myosp,C. Brabant,Principal,Myosp,4,Myobra,4,2018,6,25,3,34,25/06/2018,3:34,24/06/2018,B-LPB,5,41,63,3,0,0,Froidlieu point 3,Famenne,BE35037,Prairie,Haie,SM2-B,L. Pontet,Life Prairies Bocagères
F:/Life Prairies Bocagères/Nouveau dossier/SM2E/WAV/,E-LPB_20180813_213037_241.wav,Myosp,Myosp,C. Brabant,Principal,Myosp,6,Myobra,3,2018,8,13,21,30,13/08/2018,21:30,13/08/2018,E-LPB,5,45,49,3,0,0,verger petigny jp jardin,Fagne,BE35027,Prairie,Bande boisée et alignement d'arbres,SM2-E,O. Kints,Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/,A-LPB_20180808_230154_000.wav,ChiroSp,Myosp,C. Brabant,Principal,Myosp,4,Myobra,4,2018,8,8,23,1,8/08/2018,23:01,8/08/2018,A-LPB,5,44,73,4,0,0,Réserve d'Aye,Famenne,hors sites,Prairie,Bande boisée et alignement d'arbres,SM2-A,C. Brabant et P. Lighezzolo,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2B/WAV/,B-LPB_20180611_015203_294.wav,ChiroSp,ChiroSp,C. Brabant,Secondaire,Myosp,5,Myodas,5,2018,6,11,1,52,11/06/2018,1:52,10/06/2018,B-LPB,5,33,32,6,6,0,Virelles point 2,Fagne,BE32036,Prairie,Haie,SM2-B,L. Pontet et C. Brabant,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2A/WAV/,A-LPB_20180608_231800_387.wav,ChiroSp,ChiroSp,C. Brabant,Principal,Myosp,5,Myoema,1,2018,6,8,23,18,8/06/2018,23:18,8/06/2018,A-LPB,5,50,0,5,0,0,Virelles point 1,Fagne,BE32036,Lisière vraie (milieu ouvert/milieux forestier),Haie,SM2-A,L. Pontet et C. Brabant,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2C/WAV/,C-LPB_20180701_225815_000.wav,ChiroSp,Myoema,C. Brabant - P. Nyssen,Principal,Myosp,5,Myoema,5,2018,7,1,22,58,1/07/2018,22:58,1/07/2018,C-LPB,5,56,0,1,0,0,Behotte point 4,Famenne,BE35025,Prairie,"Chemin (induré, circulation véhicule lents)",SM2-C,L. Pontet,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2D/WAV/,D-LPB_20180613_013544_921.wav,Myosp,Myosp,P. Nyssen,Principal,Myosp,9,Myoema,3,2018,6,13,1,35,13/06/2018,1:35,12/06/2018,D-LPB,5,59,58,2,0,0,La prée point 4,Fagne,BE35027,Lisière vraie (milieu ouvert/milieux forestier),Bande boisée et alignement d'arbres,SM2-D,L. Pontet et C. Brabant,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2B/WAV/,B-LPB_20180619_224223_131.wav,ChiroSp,Myosp,C. Brabant,Principal,Myosp,2,Myoema,2,2018,6,19,22,42,19/06/2018,22:42,19/06/2018,B-LPB,5,44,62,3,0,0,Feschaux point 3,Famenne,BE35034,Prairie,Haie,SM2-B,L. Pontet ,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2A/WAV/,A-LPB_20180609_042507_392.wav,ChiroSp,Myosp,C. Brabant,Principal,Myosp,2,Myoalc,2,2018,6,9,4,25,9/06/2018,4:25,8/06/2018,A-LPB,4,54,88,6,0,0,Virelles point 1,Fagne,BE32036,Lisière vraie (milieu ouvert/milieux forestier),Haie,SM2-A,L. Pontet et C. Brabant,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2A/WAV/,A-LPB_20180608_025601_793.wav,ChiroSp,Myosp,C. Brabant,Principal,Myosp,5,Myobra,5,2018,6,8,2,56,8/06/2018,2:56,7/06/2018,A-LPB,4,43,180,4,0,0,Virelles point 1,Fagne,BE32036,Lisière vraie (milieu ouvert/milieux forestier),Haie,SM2-A,L. Pontet et C. Brabant,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2B/WAV/,B-LPB_20180618_030149_495.wav,ChiroSp,Myosp,C. Brabant,Principal,Myosp,4,Myobra,4,2018,6,18,3,1,18/06/2018,3:01,17/06/2018,B-LPB,4,44,95,3,0,0,Feschaux point 3,Famenne,BE35034,Prairie,Haie,SM2-B,L. Pontet ,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2E/WAV/,E-LPB_20180618_040730_418.wav,Myosp,Myomys,C. Brabant,Principal,Myosp,7,Myobra,4,2018,6,18,4,7,18/06/2018,4:07,17/06/2018,E-LPB,4,49,0,3,0,0,Réserve du fil Maillet,Fagne,BE35030,Forêt feuillue,Bande boisée et alignement d'arbres,SM2-E,L. Pontet,Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2C/WAV/,C-LPB_20180807_224600_951.wav,ChiroSp,Myosp,C. Brabant,Principal,Myosp,2,Myoema,1,2018,8,7,22,46,7/08/2018,22:46,7/08/2018,C-LPB,4,49,81,5,0,0,Réserve d'Aye,Famenne,hors sites,Forêt feuillue,,SM2-C,C. Brabant et P. Lighezzolo,Life Prairies Bocagères
F:/Life Prairies Bocagères/Nouveau dossier/SM2D/WAV/,D-LPB_20180815_044801_521.wav,Myosp,Myomys,C. Brabant,Principal,Myosp,10,Myomys,2,2018,8,15,4,48,15/08/2018,4:48,14/08/2018,D-LPB,4,62,0,4,0,0,layon fil maillet,Fagne,BE35030,Forêt feuillue,Layons,SM2-D,O. Kints,Life Prairies Bocagères
F:/Life Prairies Bocagères/Nouveau dossier/SM2A/WAV/,A-LPB_20180816_011733_849.wav,Myonat,Myosp,C. Brabant,Principal,Myosp,7,Myonat,7,2018,8,16,1,17,16/08/2018,1:17,15/08/2018,A-LPB,4,46,95,0,0,0,La Prée/sous le polonais,Fagne,BE35027,Prairie,Haie,SM2-A,O. Kints,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2D/WAV/,D-LPB_20180616_040606_807.wav,Rhifer,Rhifer,L. Pontet et C. Brabant,Principal,Rhisp,10,Rhifer,10,2018,6,16,4,6,16/06/2018,4:06,15/06/2018,D-LPB,23,80,0,6,0,0,Réserve Naturelle du Couputienne point 1,Fagne,BE35030,Lisière vraie (milieu ouvert/milieux forestier),Haie,SM2-D,L. Pontet,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2A/WAV/,A-LPB_20180609_011302_702.wav,ChiroSp,Myosp,C. Brabant,Principal,Myosp,2,Myoalc,1,2018,6,9,1,13,9/06/2018,1:13,8/06/2018,A-LPB,3,55,0,4,0,0,Virelles point 1,Fagne,BE32036,Lisière vraie (milieu ouvert/milieux forestier),Haie,SM2-A,L. Pontet et C. Brabant,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2E/WAV/,E-LPB_20180616_042953_241.wav,ChiroSp,ChiroSp,C. Brabant,Principal,Myosp,3,Myoalc,1,2018,6,16,4,29,16/06/2018,4:29,15/06/2018,E-LPB,3,49,0,4,0,0,Réserve du fil Maillet,Fagne,BE35030,Forêt feuillue,Bande boisée et alignement d'arbres,SM2-E,L. Pontet,Life Prairies Bocagères
F:/Life Prairies Bocagères/Nouveau dossier/SM2E/WAV/,E-LPB_20180817_004153_490.wav,ChiroSp,Myomys,C. Brabant,Principal,Myosp,2,Myoalc,2,2018,8,17,0,41,17/08/2018,0:41,16/08/2018,E-LPB,3,49,113,4,0,0,Baquet grande fagne,Fagne,BE35019,Plan d'eau - mare (< 50m²),Haie,SM2-E,O. Kints,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2B/WAV/,B-LPB_20180623_224244_697.wav,Rhihip,Rhihip,L. Pontet et C. Brabant,Principal,Rhisp,10,Rhihip,10,2018,6,23,22,42,23/06/2018,22:42,23/06/2018,B-LPB,14,103,0,7,0,0,Froidlieu point 3,Famenne,BE35037,Prairie,Haie,SM2-B,L. Pontet,Life Prairies Bocagères
